Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
668,1,1,47,132,47,47,47.0,0.0,132,132,132.0,0.0,267964.0719,2994.011976,668.0,0.0,668,668,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,1497.005988,1497.005988,47,132,75.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,1,113.0,47.0,132.0,1,47,1,132,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
1972897,8,7,1128,1581,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1373.107669,7.603032495,140921.2143,246124.1137,953210,76,1972897,281842.4286,395017.9798,1167183,129,1811942,301990.3333,320144.669,953210,156990,0,172,152,4.054950664,3.548081831,0,1173,169.3125,317.731274,100953.1625,0,0,0,1,0,0,0,0,180.6,141.0,225.8571429,8,1128,7,1581,8192,62872,5,0.0,0.0,0,0,0.0,0.0,0,0,0
1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
378308,22,20,1912,2665,640,0,86.90909091,137.6880218,976,0,133.25,268.7712537,12098.60748,111.0206498,9227.02439,22077.50229,117678,5,378259,18012.33333,30532.84579,117678,205,378302,19910.63158,40771.39343,157263,12,0,712,648,58.15367373,52.86697611,0,976,106.4418605,207.2918695,42969.91916,0,0,0,1,0,0,0,0,108.9761905,86.90909091,133.25,22,1912,20,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
910,1,1,34,91,34,34,34.0,0.0,91,91,91.0,0.0,137362.6374,2197.802198,910.0,0.0,910,910,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,1098.901099,1098.901099,34,91,53.0,32.90896534,1083.0,0,0,0,0,0,0,0,1,79.5,34.0,91.0,1,34,1,91,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
120,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16666.66667,120.0,0.0,120,120,120,120.0,0.0,120,120,0,0.0,0.0,0,0,0,40,0,16666.66667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,255,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
920,1,1,40,101,40,40,40.0,0.0,101,101,101.0,0.0,153260.8696,2173.913043,920.0,0.0,920,920,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,1086.956522,1086.956522,40,101,60.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,1,90.5,40.0,101.0,1,40,1,101,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
32999,2,2,72,284,36,36,36.0,0.0,142,142,142.0,0.0,10788.2057,121.2157944,10999.66667,11541.76439,23017,1,23017,23017.0,0.0,23017,23017,1,1.0,0.0,1,1,0,16,16,60.60789721,60.60789721,36,142,78.4,58.0585911,3370.8,0,0,0,0,0,0,0,1,98.0,36.0,142.0,2,72,2,284,-1,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
116096030,22,26,364,14677,196,0,16.54545455,48.4234568,1460,0,564.5,687.7471192,129.5565404,0.41345083,2470128.298,4282627.726,10002608,1,116096030,5528382.381,4976896.777,10033633,29,110560675,4422427.0,5075558.925,10034603,1,0,452,664,0.189498297,0.223952533,0,1460,306.9591837,569.1433606,323924.165,0,0,0,1,0,0,0,1,313.3541667,16.54545455,564.5,22,364,26,14677,8192,1038,14,48783.16667,58062.92042,233157,31937,9625882.75,1298242.18,10002608,5503411,0
1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
273004,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.325899987,273004.0,0.0,273004,273004,273004,273004.0,0.0,273004,273004,0,0.0,0.0,0,0,0,40,0,7.325899987,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,186,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2265481,8,7,1144,1581,677,0,143.0,227.9699228,1173,0,225.8571429,430.0986044,1202.835071,6.621110484,161820.0714,249287.633,953236,3,2265481,323640.1429,398888.8361,1210455,3,2057969,342994.8333,299558.0253,953236,209467,0,172,152,3.531258925,3.089851559,0,1173,170.3125,319.4027173,102018.0958,0,0,0,1,0,0,0,0,181.6666667,143.0,225.8571429,8,1144,7,1581,64240,62856,5,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
21065,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,94.94422027,21065.0,0.0,21065,21065,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,47.47211014,47.47211014,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,256,946,0,0.0,0.0,0,0,0.0,0.0,0,0,0
34837,2,2,90,326,45,45,45.0,0.0,163,163,163.0,0.0,11941.32675,114.8204495,11612.33333,15390.07441,29076,31,29076,29076.0,0.0,29076,29076,31,31.0,0.0,31,31,0,16,16,57.41022476,57.41022476,45,163,92.2,64.63126179,4177.2,0,0,0,0,0,0,0,1,115.25,45.0,163.0,2,90,2,326,-1,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
714432,6,5,455,338,140,0,75.83333333,62.93621109,145,0,67.6,69.7588704,1109.972678,15.39684673,71443.2,91548.99897,201505,65,714367,142873.4,78322.41114,201611,5241,714367,178591.75,15888.32711,201610,165877,0,132,112,8.398280032,6.998566694,0,145,66.08333333,63.40269328,4019.901515,0,0,0,1,0,0,0,0,72.09090909,75.83333333,67.6,6,455,5,338,8192,0,4,0.0,0.0,0,0,0.0,0.0,0,0,0
1094436,6,5,455,338,140,0,75.83333333,62.93621109,145,0,67.6,69.7588704,724.5741185,10.05083897,109443.6,140321.6605,274363,74,1094360,218872.0,120115.0507,274489,4015,1094362,273590.5,2048.447298,275910,271205,0,132,112,5.482275802,4.568563169,0,145,66.08333333,63.40269328,4019.901515,0,0,0,1,0,0,0,0,72.09090909,75.83333333,67.6,6,455,5,338,8192,0,4,0.0,0.0,0,0,0.0,0.0,0,0,0
238293,2,2,60,200,30,30,30.0,0.0,100,100,100.0,0.0,1091.093738,16.7860575,79431.0,79464.61338,158973,44,79276,79276.0,0.0,79276,79276,44,44.0,0.0,44,44,0,16,16,8.39302875,8.39302875,30,100,58.0,38.34057903,1470.0,0,0,0,0,0,0,0,1,72.5,30.0,100.0,2,60,2,200,-1,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
1685493,8,7,1128,1581,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1607.244883,8.899473329,120392.3571,245517.8958,953099,97,1685493,240784.7143,389136.8486,1118013,140,1576460,262743.3333,339032.2983,953099,109595,0,172,152,4.746385776,4.153087554,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,1,0,180.6,141.0,225.8571429,8,1128,7,1581,8192,62872,5,0.0,0.0,0,0,0.0,0.0,0,0,0
11485815,10,7,1138,1581,677,0,113.8,209.6175353,1173,0,225.8571429,430.0986044,236.7267799,1.480086524,717863.4375,2077992.976,8255454,67,11485815,1276201.667,2703844.963,8255454,261,11470581,1911763.5,3244600.294,8331380,19402,0,212,152,0.870639132,0.609447392,0,1173,151.0555556,304.9810934,93013.46732,0,0,1,1,0,0,1,0,159.9411765,113.8,225.8571429,10,1138,7,1581,8192,62862,5,130668.0,0.0,130668,130668,8255454.0,0.0,8255454,8255454,0
11434,1,1,36,92,36,36,36.0,0.0,92,92,92.0,0.0,11194.68253,174.9169145,11434.0,0.0,11434,11434,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,87.45845723,87.45845723,36,92,54.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,1,82.0,36.0,92.0,1,36,1,92,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
240817,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.61012304,80272.33333,138949.1659,240717,1,240817,120408.5,170281.9195,240816,1,0,0.0,0.0,0,0,0,72,32,12.45759228,4.15253076,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,8192,8192,0,0.0,0.0,0,0,0.0,0.0,0,0,0
302,1,1,31,95,31,31,31.0,0.0,95,95,95.0,0.0,417218.543,6622.516556,302.0,0.0,302,302,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,3311.258278,3311.258278,31,95,52.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,1,78.5,31.0,95.0,1,31,1,95,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2433361,9,7,1148,1581,677,0,127.5555556,218.6910556,1173,0,225.8571429,430.0986044,1121.494098,6.575267706,162224.0667,280837.7181,954044,3,2433361,304170.125,401360.3659,1138931,3,2305289,384214.8333,411912.2585,954044,105219,0,192,152,3.698588085,2.876679621,0,1173,160.5294118,312.044091,97371.51471,0,0,1,1,0,0,1,0,170.5625,127.5555556,225.8571429,9,1148,7,1581,8192,62852,5,0.0,0.0,0,0,0.0,0.0,0,0,0
333345,21,22,1992,2665,640,0,94.85714286,139.995102,976,0,121.1363636,258.6415603,13970.51103,128.9954852,7936.785714,20998.82304,111397,4,333042,16652.1,28384.32183,111397,239,333341,15873.38095,33906.02405,113705,9,0,680,712,62.99779508,65.99769008,0,976,105.8409091,205.4863706,42224.64852,0,0,0,1,0,0,0,1,108.3023256,94.85714286,121.1363636,21,1992,22,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
9,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,222222.2222,9.0,0.0,9,9,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,111111.1111,111111.1111,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
12987,1,1,32,154,32,32,32.0,0.0,154,154,154.0,0.0,14322.01432,154.000154,12987.0,0.0,12987,12987,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,77.000077,77.000077,32,154,72.66666667,70.43673284,4961.333333,0,0,0,0,0,0,0,1,109.0,32.0,154.0,1,32,1,154,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
11291,1,1,34,90,34,34,34.0,0.0,90,90,90.0,0.0,10982.19821,177.1322292,11291.0,0.0,11291,11291,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,88.5661146,88.5661146,34,90,52.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,1,79.0,34.0,90.0,1,34,1,90,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2056337,8,7,1128,1581,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1317.39107,7.294524195,146881.2143,242502.1628,937882,82,2056337,293762.4286,397759.448,1183702,353,1875356,312559.3333,307373.436,937882,171314,0,172,152,3.890412904,3.404111291,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,1,0,180.6,141.0,225.8571429,8,1128,7,1581,8192,62872,5,0.0,0.0,0,0,0.0,0.0,0,0,0
6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.3333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.6667,166666.6667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,0.0,0.0,0,0,0.0,0.0,0,0,2
398,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,241206.0302,5025.125628,398.0,0.0,398,398,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,2512.562814,2512.562814,40,56,45.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,1,68.0,40.0,56.0,1,40,1,56,-1,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
54227758,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.036881481,54227758.0,0.0,54227758,54227758,54227758,54227758.0,0.0,54227758,54227758,0,0.0,0.0,0,0,0,40,0,0.036881481,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,279,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
85,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23529.41176,85.0,0.0,85,85,85,85.0,0.0,85,85,0,0.0,0.0,0,0,0,40,0,23529.41176,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,278,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
2254166,8,7,1148,1581,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,1210.647308,6.654345776,161011.8571,249134.7397,953120,3,2254166,322023.7143,400608.4554,1213241,3,2043599,340599.8333,301137.2143,953120,203720,0,172,152,3.548984414,3.105361362,0,1173,170.5625,319.4332416,102037.5958,0,0,0,1,0,0,0,0,181.9333333,143.5,225.8571429,8,1148,7,1581,8192,62852,5,0.0,0.0,0,0,0.0,0.0,0,0,0
389386,24,22,1912,2665,640,0,79.66666667,133.8339876,976,0,121.1363636,258.6415603,11754.40309,118.1347044,8653.022222,18086.23215,73421,7,389335,16927.6087,22779.22663,73421,240,389365,18541.19048,29564.87577,101646,12,0,776,712,61.63549794,56.49920644,0,976,97.38297872,200.3366247,40134.76318,0,0,0,1,0,0,0,0,99.5,79.66666667,121.1363636,24,1912,22,2665,26883,230,16,0.0,0.0,0,0,0.0,0.0,0,0,2
44587,2,2,74,190,37,37,37.0,0.0,95,95,95.0,0.0,5921.008366,89.71224796,14862.33333,12850.41717,23301,73,23301,23301.0,0.0,23301,23301,73,73.0,0.0,73,73,0,16,16,44.85612398,44.85612398,37,95,60.2,31.76790834,1009.2,0,0,0,0,0,0,0,1,75.25,37.0,95.0,2,74,2,190,-1,-1,1,0.0,0.0,0,0,0.0,0.0,0,0,0
1728,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1157.407407,1728.0,0.0,1728,1728,1728,1728.0,0.0,1728,1728,0,0.0,0.0,0,0,0,40,0,1157.407407,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,279,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
3388429,10,7,1148,1581,677,0,114.8,210.0924664,1173,0,225.8571429,430.0986044,805.3879836,5.017074284,211776.8125,432307.2464,1521886,2,3388429,376492.1111,550081.6642,1521886,2,3349423,558237.1667,632927.4053,1605795,29364,0,212,152,2.951220167,2.065854117,0,1173,151.6111111,305.0826578,93075.4281,0,0,1,1,0,0,1,0,160.5294118,114.8,225.8571429,10,1148,7,1581,8192,62852,5,0.0,0.0,0,0,0.0,0.0,0,0,0
53095920,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.037667678,53095920.0,0.0,53095920,53095920,53095920,53095920.0,0.0,53095920,53095920,0,0.0,0.0,0,0,0,40,0,0.037667678,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,279,-1,0,0.0,0.0,0,0,0.0,0.0,0,0,0
3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.2857,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,142857.1429,142857.1429,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,0.0,0.0,0,0,0.0,0.0,0,0,2
1674769,8,7,1144,1581,677,0,143.0,227.9699228,1173,0,225.8571429,430.0986044,1627.090064,8.95645907,119626.3571,245444.693,953116,4,1674769,239252.7143,392353.1888,1124142,4,1566468,261078.0,339907.5869,953116,109898,0,172,152,4.776778171,4.179680899,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,1,0,181.6666667,143.0,225.8571429,8,1144,7,1581,8192,62856,5,0.0,0.0,0,0,0.0,0.0,0,0,0
5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,241,230,0,0.0,0.0,0,0,0.0,0.0,0,0,2
1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1,0,1,0,26883,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1
22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,131,256,0,0.0,0.0,0,0,0.0,0.0,0,0,0
330913,9,8,510,4510,194,0,56.66666667,83.0737624,1430,0,563.75,678.1518477,15170.15046,51.37301949,20682.0625,37158.34554,95643,1,330913,41364.125,49361.3818,111830,32,226198,32314.0,49413.78901,111914,1,0,192,172,27.19748091,24.17553859,0,1430,278.8888889,511.389674,261519.3987,0,0,0,1,0,0,0,0,295.2941176,56.66666667,563.75,9,510,8,4510,8192,176,4,0.0,0.0,0,0,0.0,0.0,0,0,0
